"id","data_inversa","dia_semana","horario","uf","br","km","municipio","causa_acidente","tipo_acidente","classificacao_acidente","fase_dia","sentido_via","condicao_metereologica","tipo_pista","tracado_via","uso_solo","pessoas","mortos","feridos_leves","feridos_graves","ilesos","ignorados","feridos","veiculos","latitude","longitude","regional","delegacia","uop"
499613,2023-01-16,"segunda-feira",19:00:00,"PB",412,"17,3","BOA VISTA","Ausência de reação do condutor","Saída de leito carroçável","Com Vítimas Fatais","Plena Noite","Decrescente","Céu Claro","Simples","Interseção de vias","Não",1,1,0,0,0,0,0,1,"-7,249509",-36219105,"SPRF-PB","DEL02-PB","UOP02-DEL02-PB"
499619,2023-01-16,"segunda-feira",18:40:00,"PB",405,"34,3","SAO JOAO DO RIO DO PEIXE","Acessar a via sem observar a presença dos outros veículos","Colisão transversal","Com Vítimas Feridas","Plena Noite","Crescente","Nublado","Simples","Não Informado","Sim",2,0,1,1,0,0,2,2,"-6,739024",-38444831,"SPRF-PB","DEL03-PB","UOP03-DEL03-PB"
499628,2023-01-16,"segunda-feira",22:40:00,"PB",230,"85","BAYEUX","Ausência de reação do condutor","Saída de leito carroçável","Sem Vítimas","Plena Noite","Crescente","Céu Claro","Dupla","Reta","Sim",4,0,0,0,4,0,0,1,"-7,14977142",-3491192369,"SPRF-PB","DEL01-PB","UOP03-DEL01-PB"
499891,2023-01-18,"quarta-feira",10:30:00,"PB",230,"111,9","INGA","Velocidade Incompatível","Saída de leito carroçável","Com Vítimas Feridas","Pleno dia","Crescente","Chuva","Dupla","Curva","Não",4,0,3,0,1,0,3,1,"-7,2144847",-3558977544,"SPRF-PB","DEL01-PB","UOP03-DEL01-PB"
499909,2023-01-18,"quarta-feira",14:52:00,"PB",101,"43","MAMANGUAPE","Velocidade Incompatível","Saída de leito carroçável","Com Vítimas Feridas","Pleno dia","Decrescente","Chuva","Dupla","Não Informado","Não",1,0,1,0,0,0,1,1,"-6,865561",-35133374,"SPRF-PB","DEL01-PB","UOP04-DEL01-PB"
500063,2023-01-09,"segunda-feira",17:15:00,"PB",230,"400","POMBAL","Acessar a via sem observar a presença dos outros veículos","Colisão transversal","Com Vítimas Fatais","Anoitecer","Decrescente","Céu Claro","Simples","Reta","Não",12,3,4,2,2,1,6,2,"-6,822",-37762,"SPRF-PB","DEL03-PB","UOP02-DEL03-PB"
500090,2023-01-19,"quinta-feira",15:00:00,"PB",104,"100,5","SAO SEBASTIAO DE LAGOA DE  ROCA","Ultrapassagem Indevida","Colisão lateral sentido oposto","Com Vítimas Feridas","Pleno dia","Decrescente","Nublado","Simples","Reta","Não",3,0,2,1,0,0,3,2,"-7,048862",-35855986,"SPRF-PB","DEL02-PB","UOP04-DEL02-PB"
500245,2023-01-20,"sexta-feira",13:05:00,"PB",230,"23","JOAO PESSOA","Ausência de reação do condutor","Tombamento","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Dupla","Não Informado","Sim",1,0,1,0,0,0,1,1,"-7,1562",-348574,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
500299,2023-01-20,"sexta-feira",17:00:00,"PB",104,"114","LAGOA SECA","Ausência de reação do condutor","Colisão traseira","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Simples","Reta","Sim",3,0,0,1,2,0,1,2,"-7,1620139",-3585712429,"SPRF-PB","DEL02-PB","UOP04-DEL02-PB"
500459,2023-01-21,"sábado",18:40:00,"PB",104,"195,5","ALCANTIL","Transitar na contramão","Colisão frontal","Com Vítimas Fatais","Plena Noite","Crescente","Céu Claro","Simples","Curva","Não",3,1,0,0,0,2,0,2,"-7,76107074",-3609318327,"SPRF-PB","DEL02-PB","UOP03-DEL02-PB"
500463,2023-01-22,"domingo",12:00:00,"PB",230,"334","PATOS","Ausência de reação do condutor","Colisão traseira","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Simples","Curva","Não",2,0,1,0,1,0,1,2,"-7,018",-372589,"SPRF-PB","DEL03-PB","UOP01-DEL03-PB"
500487,2023-01-21,"sábado",13:00:00,"PB",101,"74,8","SANTA RITA","Reação tardia ou ineficiente do condutor","Tombamento","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Dupla","Não Informado","Não",2,0,0,1,0,1,1,1,"-7,083677",-34972977,"SPRF-PB","DEL01-PB","UOP04-DEL01-PB"
500519,2023-01-23,"segunda-feira",08:10:00,"PB",230,"405,4","POMBAL","Acessar a via sem observar a presença dos outros veículos","Colisão lateral mesmo sentido","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Simples","Não Informado","Sim",3,0,2,0,1,0,2,2,"-6,786765",-37795289,"SPRF-PB","DEL03-PB","UOP02-DEL03-PB"
500565,2023-01-21,"sábado",07:00:00,"PB",230,"148,7","CAMPINA GRANDE","Acessar a via sem observar a presença dos outros veículos","Colisão transversal","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Dupla","Reta","Sim",3,0,1,1,1,0,2,2,"-7,24788",-35871505,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
500594,2023-01-22,"domingo",05:00:00,"PB",230,"218","SOLEDADE","Ausência de reação do condutor","Saída de leito carroçável","Sem Vítimas","Amanhecer","Crescente","Céu Claro","Simples","Não Informado","Não",1,0,0,0,0,1,0,1,"-7,0492",-363843,"SPRF-PB","DEL02-PB","UOP02-DEL02-PB"
500626,2023-01-23,"segunda-feira",18:11:00,"PB",101,"76","SANTA RITA","Condutor deixou de manter distância do veículo da frente","Colisão traseira","Com Vítimas Feridas","Plena Noite","Crescente","Céu Claro","Dupla","Reta","Não",2,0,1,0,1,0,1,2,"-7,09085711",-3496857932,"SPRF-PB","DEL01-PB","UOP04-DEL01-PB"
500776,2023-01-24,"terça-feira",11:00:00,"PB",104,"135,9","QUEIMADAS","Condutor deixou de manter distância do veículo da frente","Colisão traseira","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Simples","Não Informado","Sim",2,0,1,0,1,0,1,2,"-7,33449509",-3589813347,"SPRF-PB","DEL02-PB","UOP03-DEL02-PB"
500856,2023-01-24,"terça-feira",17:20:00,"PB",101,"94","JOAO PESSOA","Ausência de reação do condutor","Tombamento","Com Vítimas Feridas","Anoitecer","Decrescente","Céu Claro","Dupla","Não Informado","Não",1,0,1,0,0,0,1,1,"-7,21483297",-349117521,"SPRF-PB","DEL01-PB","UOP02-DEL01-PB"
500987,2023-01-25,"quarta-feira",07:30:00,"PB",230,"157","CAMPINA GRANDE","Acesso irregular","Colisão transversal","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Simples","Desvio Temporário","Sim",2,0,2,0,0,0,2,2,"-7,264",-359199,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
501058,2023-01-14,"sábado",18:35:00,"PB",361,"36","CATINGUEIRA","Ingestão de álcool pelo condutor","Capotamento","Com Vítimas Feridas","Plena Noite","Decrescente","Céu Claro","Simples","Curva","Não",1,0,0,1,0,0,1,1,"-7,09077111",-3756284298,"SPRF-PB","DEL03-PB","UOP01-DEL03-PB"
501076,2023-01-25,"quarta-feira",14:00:00,"PB",101,"111,2","ALHANDRA","Demais falhas mecânicas ou elétricas","Tombamento","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Dupla","Reta","Não",2,0,2,0,0,0,2,1,"-7,36122197",-3495184711,"SPRF-PB","DEL01-PB","UOP02-DEL01-PB"
501093,2023-01-25,"quarta-feira",15:00:00,"PB",230,"74","SOBRADO","Condutor deixou de manter distância do veículo da frente","Colisão traseira","Com Vítimas Feridas","Pleno dia","Crescente","Sol","Dupla","Não Informado","Não",2,0,1,0,0,1,1,2,"-7,1894",-352596,"SPRF-PB","DEL01-PB","UOP03-DEL01-PB"
501143,2023-01-25,"quarta-feira",18:45:00,"PB",230,"135,1","CAMPINA GRANDE","Ausência de reação do condutor","Saída de leito carroçável","Com Vítimas Feridas","Plena Noite","Decrescente","Céu Claro","Dupla","Curva","Não",4,0,4,0,0,0,4,1,"-7,282077",-35768555,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
501150,2023-01-22,"domingo",05:30:00,"PB",101,"44","MAMANGUAPE","Condutor Dormindo","Colisão com objeto","Com Vítimas Feridas","Amanhecer","Decrescente","Nublado","Dupla","Não Informado","Não",1,0,0,1,0,0,1,1,"-6,87451305",-3513232736,"SPRF-PB","DEL01-PB","UOP04-DEL01-PB"
501176,2023-01-25,"quarta-feira",19:30:00,"PB",230,"158,8","CAMPINA GRANDE","Acessar a via sem observar a presença dos outros veículos","Colisão transversal","Com Vítimas Feridas","Plena Noite","Crescente","Céu Claro","Simples","Retorno Regulamentado","Sim",2,0,0,1,0,1,1,2,"-7,25623129",-3592894077,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
501182,2023-01-25,"quarta-feira",22:15:00,"PB",230,"15","JOAO PESSOA","Mal súbito do condutor","Saída de leito carroçável","Com Vítimas Feridas","Plena Noite","Crescente","Céu Claro","Dupla","Curva","Sim",1,0,1,0,0,0,1,1,"-7,093",-348482,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
501223,2023-01-26,"quinta-feira",07:45:00,"PB",230,"26,9","JOAO PESSOA","Reação tardia ou ineficiente do condutor","Colisão traseira","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Dupla","Reta","Sim",2,0,1,0,1,0,1,2,"-7,1693",-348782,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
501295,2023-01-26,"quinta-feira",12:00:00,"PB",230,"8","CABEDELO","Ausência de reação do condutor","Colisão com objeto","Com Vítimas Feridas","Pleno dia","Decrescente","Sol","Múltipla","Viaduto","Sim",3,0,0,1,2,0,1,2,"-7,026",-348385,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
501320,2023-01-22,"domingo",10:30:00,"PB",230,"91,6","GURINHEM","Demais falhas mecânicas ou elétricas","Saída de leito carroçável","Sem Vítimas","Pleno dia","Decrescente","Céu Claro","Dupla","Não Informado","Não",1,0,0,0,0,1,0,1,"-7,1761",-354097,"SPRF-PB","DEL01-PB","UOP03-DEL01-PB"
501346,2023-01-26,"quinta-feira",16:35:00,"PB",101,"83","BAYEUX","Ausência de reação do condutor","Colisão traseira","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Dupla","Reta","Sim",5,0,2,0,3,0,2,3,"-7,1337703",-3492963914,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
501358,2023-01-26,"quinta-feira",17:35:00,"PB",101,"89","JOAO PESSOA","Condutor deixou de manter distância do veículo da frente","Colisão traseira","Com Vítimas Feridas","Anoitecer","Decrescente","Céu Claro","Dupla","Reta","Sim",3,0,2,0,1,0,2,3,"-7,1747631",-3489865065,"SPRF-PB","DEL01-PB","UOP02-DEL01-PB"
501473,2023-01-27,"sexta-feira",07:50:00,"PB",230,"152","CAMPINA GRANDE","Condutor deixou de manter distância do veículo da frente","Colisão lateral mesmo sentido","Com Vítimas Feridas","Pleno dia","Decrescente","Nublado","Simples","Desvio Temporário","Sim",2,0,0,1,0,1,1,2,"-7,2688",-358837,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
501498,2023-01-26,"quinta-feira",18:30:00,"PB",361,"39,2","CATINGUEIRA","Animais na Pista","Atropelamento de Animal","Com Vítimas Feridas","Anoitecer","Crescente","Céu Claro","Simples","Reta","Não",2,0,1,0,1,0,1,1,"-7,09419004",-3758921197,"SPRF-PB","DEL03-PB","UOP01-DEL03-PB"
501675,2023-01-28,"sábado",04:20:00,"PB",230,"159,6","CAMPINA GRANDE","Ingestão de álcool pelo condutor","Saída de leito carroçável","Sem Vítimas","Plena Noite","Crescente","Ignorado","Simples","Não Informado","Sim",1,0,0,0,0,1,0,1,"-7,250621",-35934145,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
501678,2023-01-23,"segunda-feira",13:10:00,"PB",230,"26,5","JOAO PESSOA","Ausência de reação do condutor","Colisão traseira","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Dupla","Reta","Sim",5,0,3,0,2,0,3,2,"-7,1693",-348782,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
501700,2023-01-28,"sábado",12:44:00,"PB",101,"49,5","MAMANGUAPE","Condutor Dormindo","Saída de leito carroçável","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Dupla","Reta","Não",1,0,1,0,0,0,1,1,"-6,91464699",-3511263198,"SPRF-PB","DEL01-PB","UOP04-DEL01-PB"
501728,2023-01-28,"sábado",14:30:00,"PB",230,"25","JOAO PESSOA","Ausência de reação do condutor","Tombamento","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Dupla","Não Informado","Sim",1,0,1,0,0,0,1,1,"-7,1707",-348684,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
501733,2023-01-28,"sábado",14:30:00,"PB",412,"108","SUME","Ausência de reação do condutor","Colisão transversal","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Dupla","Reta","Sim",2,0,1,0,1,0,1,2,"-7,67108169",-3687760949,"SPRF-PB","DEL02-PB","UOP02-DEL02-PB"
501789,2023-01-28,"sábado",19:40:00,"PB",101,"86,4","JOAO PESSOA","Área urbana sem a presença de local apropriado para a travessia de pedestres","Atropelamento de Pedestre","Com Vítimas Feridas","Plena Noite","Decrescente","Céu Claro","Dupla","Reta","Sim",2,0,0,1,0,1,1,1,"-7,15118983",-3491012184,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
501835,2023-01-28,"sábado",23:52:00,"PB",230,"16","JOAO PESSOA","Acessar a via sem observar a presença dos outros veículos","Colisão traseira","Sem Vítimas","Plena Noite","Decrescente","Céu Claro","Dupla","Não Informado","Sim",4,0,0,0,2,2,0,4,"-7,1039",-348458,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
501929,2023-01-29,"domingo",13:15:00,"PB",230,"304","SAO MAMEDE","Avarias e/ou desgaste excessivo no pneu","Saída de leito carroçável","Sem Vítimas","Pleno dia","Decrescente","Céu Claro","Simples","Reta","Não",1,0,0,0,1,0,0,1,"-6,9122",-370172,"SPRF-PB","DEL03-PB","UOP01-DEL03-PB"
501986,2023-01-29,"domingo",18:00:00,"PB",230,"155,9","CAMPINA GRANDE","Ingestão de álcool pelo condutor","Colisão transversal","Com Vítimas Feridas","Plena Noite","Crescente","Céu Claro","Simples","Não Informado","Sim",9,0,3,0,5,1,3,2,"-7,2748",-359058,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
502007,2023-01-29,"domingo",19:30:00,"PB",101,"12","MAMANGUAPE","Ausência de reação do condutor","Queda de ocupante de veículo","Com Vítimas Feridas","Plena Noite","Decrescente","Ignorado","Dupla","Reta","Sim",1,0,0,1,0,0,1,1,"-6,60110408",-3514339905,"SPRF-PB","DEL01-PB","UOP04-DEL01-PB"
502183,2023-01-30,"segunda-feira",16:30:00,"PB",104,"138,5","QUEIMADAS","Acessar a via sem observar a presença dos outros veículos","Colisão transversal","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Simples","Reta","Sim",2,0,1,0,1,0,1,2,"-7,36116095",-3590230617,"SPRF-PB","DEL02-PB","UOP03-DEL02-PB"
502215,2023-01-30,"segunda-feira",18:45:00,"PB",101,"58","SANTA RITA","Ingestão de álcool pelo condutor","Colisão transversal","Com Vítimas Feridas","Plena Noite","Decrescente","Céu Claro","Dupla","Reta","Não",2,0,1,0,1,0,1,2,"-6,98564991",-3507334684,"SPRF-PB","DEL01-PB","UOP04-DEL01-PB"
502303,2023-01-31,"terça-feira",10:20:00,"PB",230,"12,4","CABEDELO","Reação tardia ou ineficiente do condutor","Colisão com objeto","Com Vítimas Feridas","Pleno dia","Crescente","Sol","Dupla","Reta","Sim",2,0,2,0,0,0,2,1,"-7,076119",-34849491,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
502340,2023-01-31,"terça-feira",12:00:00,"PB",NA,NA,"CAJAZEIRAS","Demais falhas na via","Colisão com objeto","Sem Vítimas","Pleno dia","Não Informado","Sol","Simples","Reta","Não",2,0,0,0,1,1,0,2,"-6,873938",-3863915,"SPRF-PB","DEL03-PB","UOP03-DEL03-PB"
502346,2023-01-31,"terça-feira",14:00:00,"PB",104,"156,7","BARRA DE SANTANA","Ausência de sinalização","Colisão transversal","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Simples","Não Informado","Não",2,0,0,1,1,0,1,2,"-7,50392242",-3596094131,"SPRF-PB","DEL02-PB","UOP03-DEL02-PB"
502366,2023-01-31,"terça-feira",16:00:00,"PB",230,"15","JOAO PESSOA","Reação tardia ou ineficiente do condutor","Tombamento","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Dupla","Não Informado","Sim",1,0,1,0,0,0,1,1,"-7,093",-348482,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
502444,2023-02-01,"quarta-feira",06:50:00,"PB",101,"106,3","ALHANDRA","Demais falhas mecânicas ou elétricas","Queda de ocupante de veículo","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Dupla","Reta","Não",2,0,1,1,0,0,2,1,"-7,31642501",-3494666379,"SPRF-PB","DEL01-PB","UOP02-DEL01-PB"
502474,2023-01-01,"domingo",06:00:00,"PB",230,"18,5","JOAO PESSOA","Ingestão de álcool pelo condutor","Colisão com objeto","Com Vítimas Fatais","Pleno dia","Decrescente","Garoa/Chuvisco","Dupla","Não Informado","Sim",8,1,6,0,1,0,6,3,"-7,12862608",-34847399,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
502535,2023-02-01,"quarta-feira",17:47:00,"PB",230,"14","CABEDELO","Demais falhas mecânicas ou elétricas","Tombamento","Com Vítimas Feridas","Plena Noite","Crescente","Céu Claro","Múltipla","Reta","Sim",2,0,1,0,1,0,1,1,"-7,09642416",-3484801202,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
502537,2023-02-01,"quarta-feira",17:15:00,"PB",230,"67,8","SOBRADO","Demais falhas mecânicas ou elétricas","Colisão com objeto","Sem Vítimas","Pleno dia","Crescente","Céu Claro","Dupla","Não Informado","Não",1,0,0,0,1,0,0,1,"-7,1856",-351989,"SPRF-PB","DEL01-PB","UOP03-DEL01-PB"
502540,2023-02-01,"quarta-feira",18:40:00,"PB",101,"89","JOAO PESSOA","Acessar a via sem observar a presença dos outros veículos","Colisão transversal","Com Vítimas Feridas","Plena Noite","Crescente","Céu Claro","Dupla","Reta","Sim",3,0,1,1,1,0,2,2,"-7,18112866",-3490086079,"SPRF-PB","DEL01-PB","UOP02-DEL01-PB"
502570,2023-02-02,"quinta-feira",00:28:00,"PB",230,"24","JOAO PESSOA","Ausência de reação do condutor","Colisão com objeto","Sem Vítimas","Plena Noite","Crescente","Céu Claro","Dupla","Curva","Sim",1,0,0,0,0,1,0,1,"-7,17000484",-3486562729,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
502596,2023-02-02,"quinta-feira",07:40:00,"PB",101,"88","JOAO PESSOA","Reação tardia ou ineficiente do condutor","Colisão traseira","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Dupla","Reta","Sim",2,0,1,0,1,0,1,2,"-7,16470016",-3489993643,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
502627,2023-02-02,"quinta-feira",04:40:00,"PB",230,"297","SANTA LUZIA","Reação tardia ou ineficiente do condutor","Colisão traseira","Com Vítimas Feridas","Amanhecer","Decrescente","Céu Claro","Simples","Reta","Não",4,0,1,1,1,1,2,2,"-6,8947",-369559,"SPRF-PB","DEL03-PB","UOP01-DEL03-PB"
502688,2023-02-02,"quinta-feira",17:40:00,"PB",230,"122","RIACHAO DO BACAMARTE","Manobra de mudança de faixa","Colisão lateral mesmo sentido","Com Vítimas Feridas","Plena Noite","Decrescente","Céu Claro","Dupla","Reta","Não",3,0,1,1,1,0,2,2,"-7,2466",-356577,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
502819,2023-02-03,"sexta-feira",07:50:00,"PB",230,"175,5","CAMPINA GRANDE","Ausência de reação do condutor","Tombamento","Com Vítimas Fatais","Pleno dia","Crescente","Céu Claro","Simples","Desvio Temporário","Não",4,1,0,1,0,2,1,1,"-7,1775",-360247,"SPRF-PB","DEL02-PB","UOP02-DEL02-PB"
502921,2023-02-03,"sexta-feira",18:30:00,"PB",230,"161,8","CAMPINA GRANDE","Ausência de reação do condutor","Colisão traseira","Com Vítimas Feridas","Plena Noite","Crescente","Céu Claro","Simples","Reta","Sim",3,0,2,0,0,1,2,2,"-7,234392",-35941834,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
503027,2023-02-04,"sábado",10:40:00,"PB",101,"88","JOAO PESSOA","Velocidade Incompatível","Colisão com objeto","Sem Vítimas","Pleno dia","Decrescente","Sol","Simples","Curva","Sim",3,0,0,0,3,0,0,1,"-7,16470016",-3489993643,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
503080,2023-02-04,"sábado",16:00:00,"PB",230,"17","JOAO PESSOA","Ausência de reação do condutor","Colisão traseira","Com Vítimas Feridas","Pleno dia","Decrescente","Céu Claro","Dupla","Curva","Sim",2,0,1,0,0,1,1,2,"-7,1121",-348426,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
503151,2023-02-04,"sábado",19:40:00,"PB",104,"145,4","QUEIMADAS","Deficiência do Sistema de Iluminação/Sinalização","Colisão traseira","Com Vítimas Feridas","Plena Noite","Decrescente","Céu Claro","Simples","Reta","Não",2,0,0,2,0,0,2,2,"-7,42278697",-3589513073,"SPRF-PB","DEL02-PB","UOP03-DEL02-PB"
503169,2023-02-04,"sábado",20:40:00,"PB",230,"334,6","PATOS","Ausência de reação do condutor","Engavetamento","Sem Vítimas","Plena Noite","Decrescente","Céu Claro","Simples","Reta","Sim",8,0,0,0,8,0,0,3,"-7,014321",-37262464,"SPRF-PB","DEL03-PB","UOP01-DEL03-PB"
503188,2023-02-04,"sábado",22:09:00,"PB",230,"242,7","JUAZEIRINHO","Animais na Pista","Atropelamento de Animal","Com Vítimas Feridas","Plena Noite","Crescente","Céu Claro","Simples","Reta","Sim",2,0,2,0,0,0,2,1,"-7,0692",-365826,"SPRF-PB","DEL02-PB","UOP02-DEL02-PB"
503309,2023-02-02,"quinta-feira",13:28:00,"PB",101,"82","BAYEUX","Reação tardia ou ineficiente do condutor","Tombamento","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Dupla","Reta","Sim",1,0,1,0,0,0,1,1,"-7,12911",-3493714,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
503341,2023-02-05,"domingo",14:30:00,"PB",104,"132","QUEIMADAS","Reação tardia ou ineficiente do condutor","Queda de ocupante de veículo","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Simples","Reta","Sim",2,0,1,1,0,0,2,1,"-7,30787596",-3589344027,"SPRF-PB","DEL02-PB","UOP03-DEL02-PB"
503343,2023-02-05,"domingo",17:00:00,"PB",230,"159,4","CAMPINA GRANDE","Acessar a via sem observar a presença dos outros veículos","Colisão transversal","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Simples","Interseção de vias","Sim",3,0,0,2,0,1,2,2,"-7,252",-359334,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
503420,2023-02-06,"segunda-feira",01:00:00,"PB",230,"379","CONDADO","Animais na Pista","Atropelamento de Animal","Sem Vítimas","Plena Noite","Decrescente","Céu Claro","Simples","Não Informado","Não",1,0,0,0,1,0,0,1,"-6,9088",-375918,"SPRF-PB","DEL03-PB","UOP02-DEL03-PB"
503446,2023-02-06,"segunda-feira",07:10:00,"PB",101,"82","BAYEUX","Reação tardia ou ineficiente do condutor","Colisão traseira","Com Vítimas Feridas","Pleno dia","Crescente","Nublado","Dupla","Não Informado","Sim",3,0,2,0,1,0,2,2,"-7,131425",-34932652,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
503455,2023-02-06,"segunda-feira",08:10:00,"PB",230,"140,7","CAMPINA GRANDE","Desrespeitar a preferência no cruzamento","Colisão transversal","Com Vítimas Feridas","Pleno dia","Decrescente","Nublado","Dupla","Retorno Regulamentado","Sim",2,0,1,0,1,0,1,2,"-7,268",-357991,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
503546,2023-02-06,"segunda-feira",17:04:00,"PB",230,"23","JOAO PESSOA","Condutor deixou de manter distância do veículo da frente","Colisão traseira","Sem Vítimas","Pleno dia","Decrescente","Nublado","Dupla","Não Informado","Sim",2,0,0,0,2,0,0,2,"-7,1562",-348574,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
503549,2023-02-06,"segunda-feira",17:00:00,"PB",230,"155,6","CAMPINA GRANDE","Reação tardia ou ineficiente do condutor","Colisão traseira","Com Vítimas Feridas","Pleno dia","Crescente","Sol","Simples","Reta","Não",2,0,1,0,1,0,1,2,"-7,2748",-359058,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
503911,2023-02-08,"quarta-feira",17:40:00,"PB",101,"86","BAYEUX","Ausência de reação do condutor","Colisão traseira","Com Vítimas Feridas","Anoitecer","Crescente","Céu Claro","Dupla","Reta","Sim",3,0,2,0,1,0,2,2,"-7,15118983",-3491012184,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
504038,2023-02-09,"quinta-feira",10:34:00,"PB",230,"15,9","JOAO PESSOA","Manobra de mudança de faixa","Colisão lateral mesmo sentido","Com Vítimas Fatais","Pleno dia","Decrescente","Nublado","Dupla","Não Informado","Sim",6,2,1,2,1,0,3,4,"-7,10681211",-3484389067,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
504290,2023-02-10,"sexta-feira",17:00:00,"PB",230,"20","JOAO PESSOA","Ingestão de álcool pelo condutor","Tombamento","Com Vítimas Feridas","Pleno dia","Crescente","Céu Claro","Dupla","Reta","Sim",1,0,1,0,0,0,1,1,"-7,14231651",-3485178709,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
504410,2023-02-11,"sábado",07:55:00,"PB",101,"89,9","JOAO PESSOA","Reação tardia ou ineficiente do condutor","Colisão transversal","Com Vítimas Feridas","Pleno dia","Crescente","Sol","Dupla","Não Informado","Sim",4,0,2,0,2,0,2,2,"-7,1710694",-3489765372,"SPRF-PB","DEL01-PB","UOP02-DEL01-PB"
504506,2023-02-11,"sábado",17:10:00,"PB",230,"158,4","CAMPINA GRANDE","Acessar a via sem observar a presença dos outros veículos","Colisão transversal","Com Vítimas Feridas","Anoitecer","Crescente","Vento","Simples","Reta","Não",2,0,0,1,0,1,1,2,"-7,2582",-359267,"SPRF-PB","DEL02-PB","UOP01-DEL02-PB"
504603,2023-02-12,"domingo",01:35:00,"PB",230,"7","CABEDELO","Ausência de reação do condutor","Colisão traseira","Sem Vítimas","Plena Noite","Decrescente","Céu Claro","Múltipla","Reta","Sim",2,0,0,0,1,1,0,2,"-7,026",-348385,"SPRF-PB","DEL01-PB","UOP01-DEL01-PB"
504652,2023-02-12,"domingo",05:10:00,"PB",230,"467,7","SOUSA","Acessar a via sem observar a presença dos outros veículos","Colisão traseira","Com Vítimas Feridas","Amanhecer","Decrescente","Céu Claro","Simples","Reta","Não",6,0,5,1,0,0,6,2,"-6,7813",-382606,"SPRF-PB","DEL03-PB","UOP03-DEL03-PB"
504699,2023-02-12,"domingo",14:20:00,"PB",230,"167,8","CAMPINA GRANDE","Ultrapassagem Indevida","Colisão lateral mesmo sentido","Com Vítimas Fatais","Pleno dia","Crescente","Céu Claro","Simples","Não Informado","Não",2,1,0,0,1,0,0,2,"-7,195",-359619,"SPRF-PB","DEL02-PB","UOP02-DEL02-PB"
